vibration_1,vibration_2,moisture_1,moisture_2
3.59,0.0,0.0,0.0
4.71,0.0,0.0,0.0
4.66,0.0,0.0,0.0
6.32,0.0,0.0,0.0
8.39,0.0,0.0,0.0
7.86,0.0,0.0,0.0
4.58,0.0,0.0,0.0
6.11,0.0,0.0,0.0
9.56,0.0,0.0,0.0
8.9,0.0,0.0,0.0
10.48,0.0,0.0,0.0
16.79,0.0,0.0,0.0
4.34,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.63,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.69,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.65,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.63,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
4.58,0.0,0.0,0.0
4.51,0.0,0.0,0.0
4.58,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.58,0.0,0.0,0.0
4.59,0.0,0.0,0.0
5.61,0.0,0.0,0.0
12.35,0.0,0.0,0.0
12.76,0.0,0.0,0.0
5.11,0.0,0.0,0.0
3.65,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.62,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.57,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.58,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.63,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.59,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.6,0.0,0.0,0.0
3.61,0.0,0.0,0.0
3.59,0.0,0.0,0.0
