temperature_1,temperature_2,temperature_3,pressure_1,pressure_2,ultrasonic
28.88,27.24,29.03,37.47,1.97,636.91
28.88,27.24,29.03,37.47,1.97,636.91
28.88,27.31,29.12,37.62,2.04,607.9
28.88,27.31,29.12,37.62,2.04,607.9
28.88,27.2,29.14,37.25,2.04,611.78
28.88,27.2,29.14,37.25,2.04,611.78
29.62,27.16,29.85,37.18,2.52,616.27
29.62,27.16,29.85,37.18,2.52,616.27
29.62,27.38,29.84,38.05,2.5,622.0
29.62,27.38,29.84,38.05,2.5,622.0
29.62,27.34,29.84,38.19,2.52,618.32
29.62,27.34,29.84,38.19,2.52,618.32
30.36,27.38,30.59,38.77,3.01,635.89
30.36,27.38,30.59,38.77,3.01,635.89
31.07,27.34,31.27,38.56,3.48,642.23
31.07,27.34,31.27,38.56,3.48,642.23
31.1,27.24,31.32,37.83,3.5,649.79
31.1,27.24,31.32,37.83,3.5,649.79
31.1,27.34,31.29,38.27,3.48,643.04
31.1,27.34,31.29,38.27,3.48,643.04
31.85,27.2,32.02,37.25,3.96,663.68
31.85,27.2,32.02,37.25,3.96,663.68
31.85,27.16,32.01,36.82,3.96,658.58
31.85,27.16,32.01,36.82,3.96,658.58
32.58,27.42,32.77,38.34,4.47,671.04
32.58,27.42,32.77,38.34,4.47,671.04
32.58,27.38,32.76,37.98,4.46,670.84
32.58,27.38,32.76,37.98,4.46,670.84
32.58,27.24,32.69,37.11,4.41,670.63
32.58,27.24,32.69,37.11,4.41,670.63
32.58,27.38,32.68,37.91,4.4,674.52
32.58,27.38,32.68,37.91,4.4,674.52
33.32,27.24,33.4,37.54,4.88,680.85
33.32,27.24,33.4,37.54,4.88,680.85
33.32,27.16,33.39,37.11,4.86,684.73
33.32,27.16,33.39,37.11,4.86,684.73
32.58,27.16,32.71,37.62,4.42,670.63
32.58,27.16,32.71,37.62,4.42,670.63
33.32,27.34,33.39,37.91,4.87,688.41
33.32,27.34,33.39,37.91,4.87,688.41
33.32,27.34,33.34,37.62,4.84,679.42
33.32,27.34,33.34,37.62,4.84,679.42
33.75,27.34,34.0,37.91,5.27,696.99
33.75,27.34,34.0,37.91,5.27,696.99
33.69,27.16,33.97,36.89,5.25,695.16
33.69,27.16,33.97,36.89,5.25,695.16
34.44,27.31,34.54,37.98,5.63,698.63
34.44,27.31,34.54,37.98,5.63,698.63
34.44,27.31,34.49,37.69,5.61,698.63
34.44,27.31,34.49,37.69,5.61,698.63
34.44,27.31,34.46,37.91,5.58,698.22
34.44,27.31,34.46,37.91,5.58,698.22
34.44,27.31,34.52,38.41,5.62,698.63
34.44,27.31,34.52,38.41,5.62,698.63
34.44,27.31,34.53,38.19,5.62,698.63
34.44,27.31,34.53,38.19,5.62,698.63
34.44,27.31,34.52,37.98,5.61,698.63
34.44,27.31,34.52,37.98,5.61,698.63
32.95,27.31,33.06,38.77,4.64,671.04
32.95,27.31,33.06,38.77,4.64,671.04
32.95,27.31,33.12,38.05,4.69,677.79
32.95,27.31,33.12,38.05,4.69,677.79
32.95,27.31,33.12,38.05,4.67,670.63
32.95,27.31,33.12,38.05,4.67,670.63
32.95,27.31,33.14,38.41,4.68,670.63
32.95,27.31,33.14,38.41,4.68,670.63
32.95,27.31,33.13,37.69,4.69,677.79
32.95,27.31,33.13,37.69,4.69,677.79
32.95,27.31,33.13,38.05,4.67,670.63
32.95,27.31,33.13,38.05,4.67,670.63
32.95,27.31,33.13,38.05,4.7,670.84
32.95,27.31,33.13,38.05,4.7,670.84
32.95,27.31,33.15,37.98,4.69,677.79
32.95,27.31,33.15,37.98,4.69,677.79
32.95,27.31,33.16,38.56,4.7,670.63
32.95,27.31,33.16,38.56,4.7,670.63
32.22,27.31,32.45,38.27,4.24,663.68
32.22,27.31,32.45,38.27,4.24,663.68
32.4,27.31,32.54,38.05,4.28,677.17
32.4,27.31,32.54,38.05,4.28,677.17
31.85,27.34,31.9,39.06,3.86,656.74
31.85,27.34,31.9,39.06,3.86,656.74
31.1,27.34,31.32,38.56,3.46,649.79
31.1,27.34,31.32,38.56,3.46,649.79
31.1,27.13,31.27,37.54,3.44,650.61
31.1,27.13,31.27,37.54,3.44,650.61
32.58,27.31,32.63,38.99,4.35,667.16
32.58,27.31,32.63,38.99,4.35,667.16
32.61,27.31,32.83,38.41,4.48,670.63
32.61,27.31,32.83,38.41,4.48,670.63
31.85,27.31,32.11,38.63,3.99,656.74
31.85,27.31,32.11,38.63,3.99,656.74
31.85,27.31,32.1,39.06,3.98,650.2
31.85,27.31,32.1,39.06,3.98,650.2
31.85,27.31,32.07,38.27,3.97,656.74
31.85,27.31,32.07,38.27,3.97,656.74
31.48,27.31,31.56,38.41,3.64,643.25
31.48,27.31,31.56,38.41,3.64,643.25
30.73,27.31,30.97,38.41,3.24,635.89
30.73,27.31,30.97,38.41,3.24,635.89
30.73,27.31,30.97,36.53,3.24,635.89
30.73,27.31,30.97,36.53,3.24,635.89
30.73,27.31,30.95,35.45,3.23,637.32
30.73,27.31,30.95,35.45,3.23,637.32
30.73,27.31,30.96,34.22,3.23,635.89
30.73,27.31,30.96,34.22,3.23,635.89
30.73,27.31,30.95,33.56,3.23,637.32
30.73,27.31,30.95,33.56,3.23,637.32
30.73,27.31,30.94,33.64,3.23,635.89
30.73,27.31,30.94,33.64,3.23,635.89
30.73,27.31,30.94,32.77,3.23,635.89
30.73,27.31,30.94,32.77,3.23,635.89
30.73,27.31,30.94,32.55,3.23,636.3
30.73,27.31,30.94,32.55,3.23,636.3
30.73,27.31,30.94,32.62,3.23,635.89
30.73,27.31,30.94,32.62,3.23,635.89
30.73,27.31,30.92,31.83,3.23,635.89
30.73,27.31,30.92,31.83,3.23,635.89
30.73,27.31,30.94,31.9,3.22,635.89
30.73,27.31,30.94,31.9,3.22,635.89
30.91,27.31,31.26,32.19,3.4,642.02
30.91,27.31,31.26,32.19,3.4,642.02
31.48,27.31,31.51,31.39,3.6,642.84
31.48,27.31,31.51,31.39,3.6,642.84
30.73,27.31,30.91,31.54,3.21,636.1
30.73,27.31,30.91,31.54,3.21,636.1
31.1,27.31,31.4,31.68,3.54,642.84
31.1,27.31,31.4,31.68,3.54,642.84
30.73,27.34,30.9,31.32,3.2,635.89
30.73,27.34,30.9,31.32,3.2,635.89
30.73,27.31,30.91,32.62,3.2,637.53
30.73,27.31,30.91,32.62,3.2,637.53
30.73,27.31,30.91,33.85,3.2,635.89
30.73,27.31,30.91,33.85,3.2,635.89
30.73,27.31,30.9,34.29,3.21,635.89
30.73,27.31,30.9,34.29,3.21,635.89
30.73,27.34,30.9,33.28,3.2,635.89
30.73,27.34,30.9,33.28,3.2,635.89
31.1,27.34,31.4,32.77,3.54,642.84
31.1,27.34,31.4,32.77,3.54,642.84
30.73,27.31,30.9,32.62,3.18,636.3
30.73,27.31,30.9,32.62,3.18,636.3
30.73,27.34,30.9,32.41,3.2,635.89
30.73,27.34,30.9,32.41,3.2,635.89
30.73,27.31,30.9,32.55,3.2,635.89
30.73,27.31,30.9,32.55,3.2,635.89
30.73,27.34,30.89,32.12,3.18,635.89
30.73,27.34,30.89,32.12,3.18,635.89
30.73,27.31,30.89,31.54,3.2,635.89
30.73,27.31,30.89,31.54,3.2,635.89
30.73,27.31,30.88,31.68,3.18,635.89
30.73,27.31,30.88,31.68,3.18,635.89
30.01,27.31,30.27,32.12,2.79,622.0
30.01,27.31,30.27,32.12,2.79,622.0
29.99,27.34,30.26,31.47,2.76,626.08
29.99,27.34,30.26,31.47,2.76,626.08
29.99,27.34,30.27,31.11,2.76,624.65
29.99,27.34,30.27,31.11,2.76,624.65
30.01,27.31,30.27,31.18,2.78,622.2
30.01,27.31,30.27,31.18,2.78,622.2
29.99,27.31,30.26,31.54,2.76,628.94
29.99,27.31,30.26,31.54,2.76,628.94
29.99,27.31,30.27,30.96,2.76,622.0
29.99,27.31,30.27,30.96,2.76,622.0
29.99,27.34,30.26,31.11,2.76,624.65
29.99,27.34,30.26,31.11,2.76,624.65
29.99,27.34,30.26,31.54,2.76,628.94
29.99,27.34,30.26,31.54,2.76,628.94
29.99,27.34,30.26,31.03,2.76,622.0
29.99,27.34,30.26,31.03,2.76,622.0
29.64,27.31,29.65,31.03,2.37,633.03
29.64,27.31,29.65,31.03,2.37,633.03
29.34,27.31,29.6,31.39,2.32,614.84
29.34,27.31,29.6,31.39,2.32,614.84
28.88,27.34,28.94,31.03,1.88,600.95
28.88,27.34,28.94,31.03,1.88,600.95
28.14,27.31,28.3,30.74,1.45,594.2
28.14,27.31,28.3,30.74,1.45,594.2
28.14,27.31,28.31,30.96,1.45,594.0
28.14,27.31,28.31,30.96,1.45,594.0
28.14,27.34,28.3,30.96,1.45,590.53
28.14,27.34,28.3,30.96,1.45,590.53
28.14,27.34,28.31,30.6,1.45,595.63
28.14,27.34,28.31,30.6,1.45,595.63
28.14,27.31,28.31,30.82,1.45,587.05
28.14,27.31,28.31,30.82,1.45,587.05
27.4,27.34,27.67,30.96,1.03,583.78
27.4,27.34,27.67,30.96,1.03,583.78
27.4,27.31,27.68,30.6,1.03,580.31
27.4,27.31,27.68,30.6,1.03,580.31
27.4,27.31,27.68,30.82,1.03,580.1
27.4,27.31,27.68,30.82,1.03,580.1
27.4,27.31,27.68,31.32,1.03,581.13
27.4,27.31,27.68,31.32,1.03,581.13
27.4,27.34,27.67,30.74,1.03,580.1
27.4,27.34,27.67,30.74,1.03,580.1
27.4,27.34,27.68,30.67,1.03,580.1
27.4,27.34,27.68,30.67,1.03,580.1
27.4,27.31,27.67,31.03,1.03,581.33
27.4,27.31,27.67,31.03,1.03,581.33
27.4,27.34,27.68,30.74,1.03,580.1
27.4,27.34,27.68,30.74,1.03,580.1
27.4,27.31,27.68,30.45,1.03,580.1
27.4,27.31,27.68,30.45,1.03,580.1
27.4,27.34,27.68,30.74,1.03,587.05
27.4,27.34,27.68,30.74,1.03,587.05
27.4,27.34,27.71,30.67,1.06,580.1
27.4,27.34,27.71,30.67,1.06,580.1
28.14,27.34,28.27,30.45,1.41,587.05
28.14,27.34,28.27,30.45,1.41,587.05
28.14,27.34,28.27,30.67,1.42,594.0
28.14,27.34,28.27,30.67,1.42,594.0
28.14,27.34,28.26,30.67,1.42,587.05
28.14,27.34,28.26,30.67,1.42,587.05
28.14,27.34,28.28,30.38,1.42,587.05
28.14,27.34,28.28,30.38,1.42,587.05
28.14,27.34,28.27,30.67,1.41,588.28
28.14,27.34,28.27,30.67,1.41,588.28
28.14,27.34,28.27,30.96,1.42,587.05
28.14,27.34,28.27,30.96,1.42,587.05
27.4,27.34,27.68,30.38,1.03,581.74
27.4,27.34,27.68,30.38,1.03,581.74
27.4,27.34,27.69,30.67,1.03,580.1
27.4,27.34,27.69,30.67,1.03,580.1
27.4,27.34,27.68,31.11,1.03,580.1
27.4,27.34,27.68,31.11,1.03,580.1
27.4,27.34,27.68,30.45,1.02,585.42
27.4,27.34,27.68,30.45,1.02,585.42
27.4,27.34,27.69,30.67,1.03,580.1
27.4,27.34,27.69,30.67,1.03,580.1
27.4,27.34,27.68,30.82,1.03,580.1
27.4,27.34,27.68,30.82,1.03,580.1
27.4,27.34,27.69,30.31,1.03,587.05
27.4,27.34,27.69,30.31,1.03,587.05
27.4,27.34,27.67,30.67,1.03,580.1
27.4,27.34,27.67,30.67,1.03,580.1
27.4,27.34,27.68,30.74,1.03,580.1
27.4,27.34,27.68,30.74,1.03,580.1
27.4,27.34,27.67,30.67,1.03,581.74
27.4,27.34,27.67,30.67,1.03,581.74
27.4,27.34,27.68,30.82,1.03,580.1
27.4,27.34,27.68,30.82,1.03,580.1
27.4,27.34,27.67,30.38,1.02,580.1
27.4,27.34,27.67,30.38,1.02,580.1
27.4,27.31,27.67,31.03,1.03,580.1
27.4,27.31,27.67,31.03,1.03,580.1
27.4,27.34,27.67,30.38,1.02,583.37
27.4,27.34,27.67,30.38,1.02,583.37
27.4,27.31,27.67,30.6,1.02,580.1
27.4,27.31,27.67,30.6,1.02,580.1
27.4,27.34,27.67,30.67,1.03,580.1
27.4,27.34,27.67,30.67,1.03,580.1
27.4,27.31,27.67,30.67,1.02,582.76
27.4,27.31,27.67,30.67,1.02,582.76
27.4,27.34,27.67,30.67,1.02,581.94
27.4,27.34,27.67,30.67,1.02,581.94
27.4,27.31,27.67,30.67,1.02,580.1
27.4,27.31,27.67,30.67,1.02,580.1
27.4,27.34,27.67,30.6,1.03,583.78
27.4,27.34,27.67,30.6,1.03,583.78
27.4,27.34,27.67,30.6,1.03,582.76
27.4,27.34,27.67,30.6,1.03,582.76
27.4,27.34,27.67,30.67,1.03,580.1
27.4,27.34,27.67,30.67,1.03,580.1
27.4,27.34,27.66,30.38,1.02,580.1
27.4,27.34,27.66,30.38,1.02,580.1
27.4,27.31,27.66,30.96,1.02,587.05
27.4,27.31,27.66,30.96,1.02,587.05
27.4,27.34,27.67,30.38,1.02,580.1
27.4,27.34,27.67,30.38,1.02,580.1
27.4,27.31,27.66,31.03,1.03,580.1
27.4,27.31,27.66,31.03,1.03,580.1
27.4,27.31,27.67,30.38,1.03,580.1
27.4,27.31,27.67,30.38,1.03,580.1
27.4,27.31,27.67,31.03,1.02,583.58
27.4,27.31,27.67,31.03,1.02,583.58
27.4,27.31,27.67,30.31,1.03,580.1
27.4,27.31,27.67,30.31,1.03,580.1
27.4,27.31,27.66,30.67,1.02,580.92
27.4,27.31,27.66,30.67,1.02,580.92
27.4,27.34,27.67,30.6,1.03,580.51
27.4,27.34,27.67,30.6,1.03,580.51
27.4,27.31,27.67,30.6,1.02,580.92
27.4,27.31,27.67,30.6,1.02,580.92
27.4,27.34,27.66,30.6,1.02,580.1
27.4,27.34,27.66,30.6,1.02,580.1
27.4,27.31,27.66,30.6,1.02,583.17
27.4,27.31,27.66,30.6,1.02,583.17
27.4,27.31,27.66,31.11,1.02,580.1
27.4,27.31,27.66,31.11,1.02,580.1
27.4,27.34,27.67,30.38,1.02,580.1
27.4,27.34,27.67,30.38,1.02,580.1
27.4,27.31,27.66,30.6,1.02,580.1
27.4,27.31,27.66,30.6,1.02,580.1
27.4,27.34,27.66,30.6,1.02,580.1
27.4,27.34,27.66,30.6,1.02,580.1
27.4,27.34,27.66,30.31,1.02,580.1
27.4,27.34,27.66,30.31,1.02,580.1
27.4,27.31,27.66,30.6,1.02,580.1
27.4,27.31,27.66,30.6,1.02,580.1
27.4,27.34,27.65,30.6,1.02,581.53
27.4,27.34,27.65,30.6,1.02,581.53
27.4,27.34,27.66,30.38,1.02,577.45
27.4,27.34,27.66,30.38,1.02,577.45
27.4,27.34,27.65,30.74,1.01,582.76
27.4,27.34,27.65,30.74,1.01,582.76
27.4,27.34,27.65,30.6,1.02,580.1
27.4,27.34,27.65,30.6,1.02,580.1
27.4,27.34,27.65,30.45,1.01,580.1
27.4,27.34,27.65,30.45,1.01,580.1
27.4,27.34,27.65,31.03,1.03,580.51
27.4,27.34,27.65,31.03,1.03,580.51
27.4,27.34,27.65,30.6,1.02,580.1
27.4,27.34,27.65,30.6,1.02,580.1
27.4,27.34,27.65,30.67,1.01,580.1
27.4,27.34,27.65,30.67,1.01,580.1
27.4,27.31,27.65,30.74,1.02,580.31
27.4,27.31,27.65,30.74,1.02,580.31
27.4,27.34,27.64,30.31,1.03,580.1
27.4,27.34,27.64,30.31,1.03,580.1
28.14,27.31,28.32,30.74,1.48,587.26
28.14,27.31,28.32,30.74,1.48,587.26
28.14,27.34,28.31,30.67,1.47,594.0
28.14,27.34,28.31,30.67,1.47,594.0
28.88,27.34,28.98,30.67,1.9,602.58
28.88,27.34,28.98,30.67,1.9,602.58
28.88,27.34,28.98,30.74,1.92,600.95
28.88,27.34,28.98,30.74,1.92,600.95
29.34,27.34,29.49,30.38,2.25,609.53
29.34,27.34,29.49,30.38,2.25,609.53
29.25,27.34,29.48,31.03,2.26,620.16
29.25,27.34,29.48,31.03,2.26,620.16
29.25,27.34,29.49,30.82,2.26,607.9
29.25,27.34,29.49,30.82,2.26,607.9
29.25,27.34,29.48,35.88,2.25,609.33
29.25,27.34,29.48,35.88,2.25,609.33
29.25,27.34,29.48,37.98,2.26,614.84
29.25,27.34,29.48,37.98,2.26,614.84
29.25,27.34,29.48,38.34,2.25,614.84
29.25,27.34,29.48,38.34,2.25,614.84
29.25,27.34,29.48,38.19,2.25,607.9
29.25,27.34,29.48,38.19,2.25,607.9
29.25,27.34,29.49,38.63,2.26,608.51
29.25,27.34,29.49,38.63,2.26,608.51
29.25,27.34,29.48,38.19,2.26,614.84
29.25,27.34,29.48,38.19,2.26,614.84
29.25,27.34,29.49,38.92,2.25,609.73
29.25,27.34,29.49,38.92,2.25,609.73
29.25,27.34,29.49,38.19,2.26,607.9
29.25,27.34,29.49,38.19,2.26,607.9
29.25,27.31,29.49,39.06,2.25,609.53
29.25,27.31,29.49,39.06,2.25,609.53
29.25,27.34,29.49,38.34,2.26,614.84
29.25,27.34,29.49,38.34,2.26,614.84
29.25,27.31,29.49,39.06,2.25,614.44
29.25,27.31,29.49,39.06,2.25,614.44
29.25,27.34,29.48,38.41,2.24,608.1
29.25,27.34,29.48,38.41,2.24,608.1
28.57,27.31,28.82,39.06,1.82,600.95
28.57,27.31,28.82,39.06,1.82,600.95
29.25,27.34,29.32,38.41,2.13,614.64
29.25,27.34,29.32,38.41,2.13,614.64
28.57,27.31,28.84,39.06,1.82,624.04
28.57,27.31,28.84,39.06,1.82,624.04
27.65,27.31,27.6,38.41,0.99,612.39
27.65,27.31,27.6,38.41,0.99,612.39
27.03,27.31,27.29,39.06,0.79,573.36
27.03,27.31,27.29,39.06,0.79,573.36
27.03,27.31,27.31,38.63,0.8,580.1
27.03,27.31,27.31,38.63,0.8,580.1
28.87,27.31,28.83,38.99,1.83,600.95
28.87,27.31,28.83,38.99,1.83,600.95
27.99,27.31,28.16,38.77,1.38,587.05
27.99,27.31,28.16,38.77,1.38,587.05
27.4,27.31,27.65,38.63,1.03,580.1
27.4,27.31,27.65,38.63,1.03,580.1
27.4,27.31,27.65,38.41,1.03,581.74
27.4,27.31,27.65,38.41,1.03,581.74
27.4,27.34,27.64,37.33,1.03,580.1
27.4,27.34,27.64,37.33,1.03,580.1
27.4,27.31,27.65,36.46,1.03,580.1
27.4,27.31,27.65,36.46,1.03,580.1
27.4,27.31,27.64,35.01,1.03,580.51
27.4,27.31,27.64,35.01,1.03,580.51
27.4,27.31,27.64,34.58,1.03,586.23
27.4,27.31,27.64,34.58,1.03,586.23
27.4,27.31,27.64,33.28,1.03,580.1
27.4,27.31,27.64,33.28,1.03,580.1
27.4,27.31,27.63,33.64,1.03,580.1
27.4,27.31,27.63,33.64,1.03,580.1
27.4,27.31,27.64,32.91,1.03,580.1
27.4,27.31,27.64,32.91,1.03,580.1
27.4,27.31,27.63,32.55,1.03,587.05
27.4,27.31,27.63,32.55,1.03,587.05
27.4,27.31,27.63,32.41,1.03,580.1
27.4,27.31,27.63,32.41,1.03,580.1
27.4,27.31,27.6,32.26,1.03,580.1
27.4,27.31,27.6,32.26,1.03,580.1
27.4,27.31,27.63,32.05,1.03,580.1
27.4,27.31,27.63,32.05,1.03,580.1
27.4,27.31,27.6,31.83,1.03,585.21
27.4,27.31,27.6,31.83,1.03,585.21
27.4,27.31,27.63,31.68,1.03,580.1
27.4,27.31,27.63,31.68,1.03,580.1
27.4,27.31,27.6,31.54,1.02,580.1
27.4,27.31,27.6,31.54,1.02,580.1
27.4,27.31,27.6,31.47,1.03,580.1
27.4,27.31,27.6,31.47,1.03,580.1
27.4,27.31,27.6,31.39,1.03,587.05
27.4,27.31,27.6,31.39,1.03,587.05
27.4,27.31,27.6,31.32,1.03,580.1
27.4,27.31,27.6,31.32,1.03,580.1
27.4,27.31,27.6,31.32,1.03,580.1
27.4,27.31,27.6,31.32,1.03,580.1
27.4,27.31,27.6,31.32,1.03,580.1
27.4,27.31,27.6,31.32,1.03,580.1
27.4,27.31,27.6,31.18,1.03,586.23
27.4,27.31,27.6,31.18,1.03,586.23
27.4,27.31,27.6,31.18,1.03,580.1
27.4,27.31,27.6,31.18,1.03,580.1
27.4,27.31,27.6,31.18,1.03,583.58
27.4,27.31,27.6,31.18,1.03,583.58
27.4,27.31,27.6,31.11,1.03,586.23
27.4,27.31,27.6,31.11,1.03,586.23
27.4,27.31,27.59,31.03,1.03,580.1
27.4,27.31,27.59,31.03,1.03,580.1
27.4,27.31,27.59,31.11,1.02,580.1
27.4,27.31,27.59,31.11,1.02,580.1
27.4,27.31,27.59,31.11,1.03,583.99
27.4,27.31,27.59,31.11,1.03,583.99
27.4,27.31,27.59,30.96,1.03,580.92
27.4,27.31,27.59,30.96,1.03,580.92
27.4,27.31,27.6,31.39,1.03,580.1
27.4,27.31,27.6,31.39,1.03,580.1
27.4,27.31,27.63,30.74,1.02,580.1
27.4,27.31,27.63,30.74,1.02,580.1
27.4,27.31,27.63,31.11,1.02,587.05
27.4,27.31,27.63,31.11,1.02,587.05
27.4,27.31,27.63,30.82,1.03,580.1
27.4,27.31,27.63,30.82,1.03,580.1
27.4,27.31,27.63,30.96,1.03,580.1
27.4,27.31,27.63,30.96,1.03,580.1
27.4,27.31,27.63,30.96,1.03,580.1
27.4,27.31,27.63,30.96,1.03,580.1
27.4,27.31,27.63,30.96,1.02,581.74
27.4,27.31,27.63,30.96,1.02,581.74
27.4,27.31,27.63,30.82,1.03,577.45
27.4,27.31,27.63,30.82,1.03,577.45
27.4,27.31,27.63,30.96,1.02,580.1
27.4,27.31,27.63,30.96,1.02,580.1
27.4,27.31,27.63,30.96,1.03,585.42
27.4,27.31,27.63,30.96,1.03,585.42
27.4,27.31,27.64,30.82,1.03,581.53
27.4,27.31,27.64,30.82,1.03,581.53
27.4,27.31,27.64,30.67,1.02,580.1
27.4,27.31,27.64,30.67,1.02,580.1
27.4,27.31,27.64,31.32,1.03,580.1
27.4,27.31,27.64,31.32,1.03,580.1
27.4,27.31,27.64,30.67,1.03,581.33
27.4,27.31,27.64,30.67,1.03,581.33
27.4,27.31,27.65,30.74,1.03,587.05
27.4,27.31,27.65,30.74,1.03,587.05
27.4,27.31,27.64,30.74,1.01,580.1
27.4,27.31,27.64,30.74,1.01,580.1
27.4,27.31,27.65,30.6,1.03,578.88
27.4,27.31,27.65,30.6,1.03,578.88
27.4,27.31,27.64,30.82,1.02,580.1
27.4,27.31,27.64,30.82,1.02,580.1
27.4,27.31,27.65,30.82,1.03,583.58
27.4,27.31,27.65,30.82,1.03,583.58
27.4,27.31,27.64,30.6,1.02,587.05
27.4,27.31,27.64,30.6,1.02,587.05
27.4,27.31,27.64,30.82,1.03,580.31
27.4,27.31,27.64,30.82,1.03,580.31
27.4,27.31,27.65,30.74,1.02,580.1
27.4,27.31,27.65,30.74,1.02,580.1
27.4,27.31,27.64,30.45,1.03,580.1
27.4,27.31,27.64,30.45,1.03,580.1
27.4,27.31,27.65,30.82,1.03,580.1
27.4,27.31,27.65,30.82,1.03,580.1
27.4,27.31,27.65,30.74,1.02,586.85
27.4,27.31,27.65,30.74,1.02,586.85
27.4,27.31,27.65,30.6,1.02,580.51
27.4,27.31,27.65,30.6,1.02,580.51
27.4,27.31,27.64,31.11,1.03,580.1
27.4,27.31,27.64,31.11,1.03,580.1
27.4,27.31,27.65,30.82,1.03,580.1
27.4,27.31,27.65,30.82,1.03,580.1
27.4,27.31,27.64,30.74,1.02,580.1
27.4,27.31,27.64,30.74,1.02,580.1
27.4,27.31,27.65,31.03,1.03,584.39
27.4,27.31,27.65,31.03,1.03,584.39
27.4,27.31,27.64,30.45,1.01,580.1
27.4,27.31,27.64,30.45,1.01,580.1
27.4,27.31,27.64,30.96,1.02,580.1
27.4,27.31,27.64,30.96,1.02,580.1
27.4,27.31,27.64,30.74,1.02,580.1
27.4,27.31,27.64,30.74,1.02,580.1
27.4,27.31,27.64,30.82,1.03,581.53
27.4,27.31,27.64,30.82,1.03,581.53
27.4,27.31,27.65,30.74,1.01,582.35
27.4,27.31,27.65,30.74,1.01,582.35
27.4,27.31,27.64,30.67,1.02,580.1
27.4,27.31,27.64,30.67,1.02,580.1
27.4,27.31,27.65,30.74,1.03,580.1
27.4,27.31,27.65,30.74,1.03,580.1
27.4,27.31,27.64,30.6,1.02,583.17
27.4,27.31,27.65,30.67,1.02,580.1
27.4,27.31,27.65,30.67,1.02,580.1
27.4,27.31,27.64,30.67,1.03,580.1
27.4,27.31,27.64,30.67,1.03,580.1
27.4,27.31,27.65,30.74,1.02,580.1
27.4,27.31,27.65,30.74,1.02,580.1
27.4,27.31,27.63,30.74,1.01,586.64
27.4,27.31,27.63,30.74,1.01,586.64
27.4,27.31,27.65,30.74,1.03,580.1
27.4,27.31,27.65,30.74,1.03,580.1
27.4,27.34,27.64,30.67,1.02,580.1
27.4,27.34,27.64,30.67,1.02,580.1
27.4,27.31,27.64,30.74,1.03,580.1
27.4,27.31,27.64,30.74,1.03,580.1
27.4,27.31,27.64,30.74,1.02,586.23
27.4,27.31,27.64,30.74,1.02,586.23
27.4,27.31,27.64,30.74,1.03,580.1
27.4,27.31,27.64,30.74,1.03,580.1
27.4,27.31,27.65,30.67,1.02,580.1
27.4,27.31,27.65,30.67,1.02,580.1
27.4,27.31,27.64,30.74,1.01,580.1
27.4,27.31,27.64,30.74,1.01,580.1
27.4,27.31,27.64,30.45,1.02,580.51
27.4,27.31,27.64,30.45,1.02,580.51
27.4,27.31,27.63,31.18,1.02,582.76
27.4,27.31,27.63,31.18,1.02,582.76
27.4,27.31,27.64,30.67,1.01,580.1
27.4,27.31,27.64,30.67,1.01,580.1
27.4,27.34,27.63,30.67,1.02,580.1
27.4,27.34,27.63,30.67,1.02,580.1
27.4,27.31,27.63,30.67,1.03,580.1
27.4,27.31,27.63,30.67,1.03,580.1
27.4,27.31,27.6,30.45,1.02,584.19
27.4,27.31,27.6,30.45,1.02,584.19
27.4,27.31,27.63,31.11,1.03,580.1
27.4,27.31,27.63,31.11,1.03,580.1
27.4,27.31,27.6,30.45,1.02,580.1
27.4,27.31,27.6,30.45,1.02,580.1
27.4,27.31,27.6,30.96,1.02,580.1
27.4,27.31,27.6,30.96,1.02,580.1
27.4,27.31,27.63,30.67,1.02,581.74
27.4,27.31,27.63,30.67,1.02,581.74
27.4,27.31,27.6,30.74,1.02,581.94
27.4,27.31,27.6,30.74,1.02,581.94
27.4,27.31,27.6,30.67,1.02,574.79
27.4,27.31,27.6,30.67,1.02,574.79
27.4,27.31,27.59,30.6,1.02,583.78
27.4,27.31,27.59,30.6,1.02,583.78
27.4,27.31,27.6,30.74,1.02,583.58
27.4,27.31,27.6,30.74,1.02,583.58
27.4,27.31,27.6,30.38,1.01,580.1
27.4,27.31,27.6,30.38,1.01,580.1
27.4,27.31,27.6,31.18,1.02,580.1
27.4,27.31,27.6,31.18,1.02,580.1
27.4,27.31,27.59,30.45,1.01,580.31
27.4,27.31,27.59,30.45,1.01,580.31
27.4,27.31,27.6,30.82,1.03,586.44
27.4,27.31,27.6,30.82,1.03,586.44
27.4,27.31,27.6,30.74,1.01,580.1
27.4,27.31,27.6,30.74,1.01,580.1
27.4,27.31,27.59,30.74,1.03,580.1
27.4,27.31,27.59,30.74,1.03,580.1
27.4,27.31,27.6,30.67,1.02,580.1
27.4,27.31,27.6,30.67,1.02,580.1
27.4,27.31,27.59,30.45,1.03,586.23
27.4,27.31,27.59,30.45,1.03,586.23
27.4,27.31,27.6,31.11,1.02,580.1
27.4,27.31,27.6,31.11,1.02,580.1
27.4,27.31,27.59,30.74,1.01,580.1
27.4,27.31,27.59,30.74,1.01,580.1
27.4,27.31,27.6,30.6,1.02,580.1
27.4,27.31,27.6,30.6,1.02,580.1
27.4,27.31,27.59,31.18,1.02,580.1
27.4,27.31,27.59,31.18,1.02,580.1
